input,query,time,language,algorithm
18000,4245,0,C,binary_iterative
18000,-1,0,C,binary_iterative
18000,10567,1,C,binary_iterative
19000,7053,0,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,2831,0,C,binary_iterative
19000,-1,0,C,binary_iterative
19000,16564,0,C,binary_iterative
19000,-1,1,C,binary_iterative
19000,18733,1,C,binary_iterative
19000,6056,0,C,binary_iterative
19000,3162,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,7643,1,C,binary_iterative
20000,2525,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,-1,0,C,binary_iterative
20000,5789,0,C,binary_iterative
20000,17458,1,C,binary_iterative
20000,-1,0,C,binary_iterative
21000,-1,1,C,binary_iterative
21000,-1,0,C,binary_iterative
21000,3207,0,C,binary_iterative
21000,6328,0,C,binary_iterative
21000,-1,0,C,binary_iterative
21000,2243,0,C,binary_iterative
21000,5154,0,C,binary_iterative
21000,18177,0,C,binary_iterative
21000,17768,0,C,binary_iterative
21000,-1,0,C,binary_iterative
22000,4805,0,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,779,0,C,binary_iterative
22000,9871,1,C,binary_iterative
22000,18271,1,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,9496,0,C,binary_iterative
22000,7968,0,C,binary_iterative
22000,-1,0,C,binary_iterative
22000,-1,1,C,binary_iterative
23000,-1,0,C,binary_iterative
23000,7421,0,C,binary_iterative
23000,18913,0,C,binary_iterative
23000,12214,0,C,binary_iterative
23000,5185,1,C,binary_iterative
23000,1144,0,C,binary_iterative
23000,13033,0,C,binary_iterative
23000,6344,1,C,binary_iterative
23000,-1,0,C,binary_iterative
23000,1378,1,C,binary_iterative
24000,12380,0,C,binary_iterative
24000,22043,0,C,binary_iterative
24000,8750,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,-1,1,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,9783,0,C,binary_iterative
24000,989,0,C,binary_iterative
24000,-1,0,C,binary_iterative
24000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,8457,0,C,binary_iterative
25000,19935,0,C,binary_iterative
25000,-1,1,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,903,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
25000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,21565,0,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,4883,0,C,binary_iterative
26000,15820,0,C,binary_iterative
26000,19309,1,C,binary_iterative
26000,-1,0,C,binary_iterative
26000,14677,1,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,-1,1,C,binary_iterative
27000,2732,0,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,6531,0,C,binary_iterative
27000,14654,0,C,binary_iterative
27000,-1,0,C,binary_iterative
27000,476,0,C,binary_iterative
27000,8043,0,C,binary_iterative
27000,-1,0,C,binary_iterative
28000,-1,1,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,1,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,24325,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,20758,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,-1,0,C,binary_iterative
28000,18476,0,C,binary_iterative
29000,13235,0,C,binary_iterative
29000,17272,1,C,binary_iterative
29000,7276,0,C,binary_iterative
29000,15411,0,C,binary_iterative
29000,4221,1,C,binary_iterative
29000,28214,1,C,binary_iterative
29000,-1,1,C,binary_iterative
29000,11977,1,C,binary_iterative
29000,27656,0,C,binary_iterative
29000,-1,0,C,binary_iterative
30000,28090,0,C,binary_iterative
30000,21328,1,C,binary_iterative
30000,-1,1,C,binary_iterative
30000,10968,0,C,binary_iterative
30000,-1,1,C,binary_iterative
30000,218,0,C,binary_iterative
30000,-1,1,C,binary_iterative
30000,-1,0,C,binary_iterative
30000,23900,0,C,binary_iterative
30000,-1,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,13492,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,15124,0,C,binary_iterative
31000,23472,0,C,binary_iterative
31000,21362,0,C,binary_iterative
31000,5011,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,-1,0,C,binary_iterative
31000,20261,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,1,C,binary_iterative
32000,268,0,C,binary_iterative
32000,2235,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,10425,1,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
32000,-1,0,C,binary_iterative
33000,-1,1,C,binary_iterative
33000,21478,1,C,binary_iterative
33000,28389,0,C,binary_iterative
33000,-1,1,C,binary_iterative
33000,-1,0,C,binary_iterative
33000,14014,0,C,binary_iterative
33000,13237,1,C,binary_iterative
33000,11820,0,C,binary_iterative
33000,-1,1,C,binary_iterative
33000,-1,0,C,binary_iterative
34000,29467,0,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,14903,0,C,binary_iterative
34000,33953,0,C,binary_iterative
34000,-1,1,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,-1,0,C,binary_iterative
34000,18636,0,C,binary_iterative
34000,20101,1,C,binary_iterative
34000,-1,0,C,binary_iterative
35000,-1,1,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,2434,0,C,binary_iterative
35000,-1,1,C,binary_iterative
35000,10126,0,C,binary_iterative
35000,-1,0,C,binary_iterative
35000,-1,1,C,binary_iterative
35000,30650,0,C,binary_iterative
35000,4577,0,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,4908,0,C,binary_iterative
36000,31517,1,C,binary_iterative
36000,28174,0,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,22083,0,C,binary_iterative
36000,23491,1,C,binary_iterative
36000,-1,0,C,binary_iterative
36000,8252,0,C,binary_iterative
37000,31655,0,C,binary_iterative
37000,29744,1,C,binary_iterative
37000,11987,0,C,binary_iterative
37000,-1,0,C,binary_iterative
37000,-1,0,C,binary_iterative
37000,8947,0,C,binary_iterative
37000,16388,0,C,binary_iterative
37000,-1,1,C,binary_iterative
37000,30455,1,C,binary_iterative
37000,9150,0,C,binary_iterative
38000,8468,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,31438,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,24044,1,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,-1,0,C,binary_iterative
38000,5209,0,C,binary_iterative
39000,-1,1,C,binary_iterative
39000,17657,1,C,binary_iterative
39000,9421,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,17512,1,C,binary_iterative
39000,9019,1,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,-1,0,C,binary_iterative
39000,32610,1,C,binary_iterative
40000,-1,0,C,binary_iterative
40000,13259,0,C,binary_iterative
40000,29660,0,C,binary_iterative
40000,13319,0,C,binary_iterative
40000,34210,0,C,binary_iterative
40000,35988,0,C,binary_iterative
40000,15801,0,C,binary_iterative
40000,33537,1,C,binary_iterative
40000,-1,0,C,binary_iterative
40000,5037,0,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,22403,1,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,-1,0,C,binary_iterative
41000,19119,0,C,binary_iterative
41000,16608,0,C,binary_iterative
41000,1776,0,C,binary_iterative
41000,7981,1,C,binary_iterative
41000,2869,0,C,binary_iterative
41000,-1,0,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,-1,1,C,binary_iterative
42000,8588,1,C,binary_iterative
42000,23766,0,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,36142,0,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,38872,0,C,binary_iterative
42000,-1,0,C,binary_iterative
42000,39079,0,C,binary_iterative
43000,18954,0,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,29688,0,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,2776,0,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,42722,1,C,binary_iterative
43000,-1,0,C,binary_iterative
43000,40610,0,C,binary_iterative
43000,-1,0,C,binary_iterative
44000,41139,0,C,binary_iterative
44000,-1,1,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,40762,0,C,binary_iterative
44000,-1,0,C,binary_iterative
44000,43332,1,C,binary_iterative
44000,-1,0,C,binary_iterative
45000,13260,0,C,binary_iterative
45000,-1,0,C,binary_iterative
45000,42241,0,C,binary_iterative
45000,39154,1,C,binary_iterative
45000,29968,0,C,binary_iterative
45000,5332,1,C,binary_iterative
45000,5953,0,C,binary_iterative
45000,15225,0,C,binary_iterative
45000,14479,0,C,binary_iterative
45000,8834,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,23931,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,3839,0,C,binary_iterative
46000,34079,0,C,binary_iterative
46000,7320,1,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,37159,0,C,binary_iterative
46000,-1,0,C,binary_iterative
46000,38425,0,C,binary_iterative
47000,19131,0,C,binary_iterative
47000,45762,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,32158,0,C,binary_iterative
47000,-1,0,C,binary_iterative
47000,37562,0,C,binary_iterative
47000,26245,1,C,binary_iterative
47000,10933,0,C,binary_iterative
47000,-1,0,C,binary_iterative
48000,-1,1,C,binary_iterative
48000,34489,0,C,binary_iterative
48000,15041,1,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,23645,0,C,binary_iterative
48000,26002,0,C,binary_iterative
48000,-1,0,C,binary_iterative
48000,-1,1,C,binary_iterative
48000,38113,1,C,binary_iterative
49000,25263,1,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,21511,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,18089,0,C,binary_iterative
49000,-1,0,C,binary_iterative
49000,-1,1,C,binary_iterative
49000,-1,1,C,binary_iterative
49000,-1,0,C,binary_iterative
